id_komentar,nama_akun,tanggal,text_cleaning,sentimen
UgxL8TNjMAAiLVvCblV4AaABAg,Hamzah Van,2023-07-01 10:36:31+00:00,kmarin inflasi naik bbm   mas blm solusi sampeksekarng apa kerja gaji   naik,positif
UgwCf_G33BopPMLTkL94AaABAg,F Sesshorin,2023-07-01 09:29:48+00:00,ingin cuma jalan raya seluruh indonesia mulus lobang utama jalan antar propinsi kebupaten harus bukan cuma sibuk bangun tol tol bayar rakyat kecil mungkin nikmat tol bagaimana ekomoni masyrakat kecil seluruh indonesia maju jalan rusak segala butuh pokok dagang kecil angkut lewat jalan   rusak,negatif
UgxP4ei1wyodm9v1ypZ4AaABAg,Alpha Gaming,2023-07-01 06:51:49+00:00,tahun negara duit makan tikus terus rakyat mana mampu beli   usah kecepetan sah   dulu hukum mati buat jabat korupsi situ rakyat mau kok bangun negara sendiri sekarang ogah ngasih makan tikus,negatif
UgyHG2m1SYXCxh8g8fJ4AaABAg,hatake kakashi,2023-07-01 06:41:17+00:00,korupsi sih dulu jangan koar negara maju negara makin mundur penjara koruptor malah lebih mirip hotel vip gmna mau jera  ,negatif
UgzjLTUoQaVv0QrcI8V4AaABAg,50JU,2023-06-30 23:21:39+00:00,  laku terlalu mahal,negatif
Ugz1_-acjKf2qV5de3x4AaABAg,Jimmy Asen,2023-06-30 21:41:00+00:00,  beli senang   ps jual susah batere   pakai udh ngedrop ganti biaya sangat mahal sekali harga baru,negatif
UgwWx-4boWc-88Op1XZ4AaABAg,m150,2023-06-30 16:26:33+00:00,jual jt kayak cina laku,negatif
UgwuyFTfOiDqA9h1Aq54AaABAg,enthen zhuo,2023-06-30 14:34:01+00:00,kota besar   macet pake ev daerah   jarang macet bisa ev harga mahal ev ev   jt sangat layak model paksa sangat layak keluar kota,negatif
UgxCTLE2jDi5QgmAhAR4AaABAg,Adolf Manurung,2023-06-30 13:20:48+00:00,susah   rumah pakai token,netral
UgxLGEkS4b4rx-H19U94AaABAg,KOKO DAYO!!,2023-06-30 12:17:47+00:00,mungkin     suka masyarakat lama   umum   semua tempat tenlat charger habis batrai ribet masa iya bawa genset beda biasa   tinggal cari bbm ecer jarak jangkau relatif pendek   semua bengkel mampu baik   suara   asik   mau nambahin mungkin,negatif
UgyPRmBarhGh0isjtvd4AaABAg,Bony Irwan,2023-06-30 11:33:04+00:00,  mau laku turun harga,positif
UgyJ7MGaUjPltGxRo4B4AaABAg,Keyes Hayes,2023-06-30 10:58:34+00:00,masyarakat antusias jangan terjemah antusias sama minat apa putus mau ingim beli napsu mau cuan gede malah diludahin hehe,positif
UgzJA-UedQR0IGipust4AaABAg,Sandy Wiyanto,2023-06-30 10:15:05+00:00,ev cuma euforia saat sebentar kg   lupa   yakin ev indonesia blm   jalan sesuai japan perintah,negatif
UgzT1RhddLa5f8XhkLx4AaABAg,Yohanes Robert,2023-06-30 09:31:19+00:00,mahal makanya sepi minat,positif
UgzJpm9wPEEiS1bGF714AaABAg,Danang Rais Rahmat Hidayat,2023-06-30 07:11:15+00:00,perintah baik mikirin energi bersih dulu bangkit dominasi pake batubara   sok,positif
UgxNE-TBBn9Q5EFH47l4AaABAg,Gusti Satria Putra,2023-06-30 06:04:49+00:00,mau murah   dipake mudik buat apa sampe taun kuda   bakal ngalahin lcgc bensin     kasi solusi dulu,negatif
UgyUBDlJkW_XVGjCTXl4AaABAg,Yosef T,2023-06-30 05:36:36+00:00,indonesia lucu bukan buat ev sok mau jd early adopter jalan   banyak rusak transportasi badut motor parkir jalan raya   usa sok nambah jenis kendara   manage,positif
Ugy05pFjUC2gV13r0ft4AaABAg,Arkan Ahmad,2023-06-30 05:27:29+00:00,pakai   semua jabat negara masuk presiden laku,negatif
UgwBBBpatv5dUU42EgJ4AaABAg,Jagad Hariseno,2023-06-30 03:45:34+00:00,kampanye hybrid   perlu charging station pakai bbm lebih irit,positif
UgxprP6AhDvFjOKNwRh4AaABAg,Wirza,2023-06-30 01:34:48+00:00,harga mahal bakar sendiri pas mati parkir bensin aman mana padam jauh lebih sulit infrastruktur kurang pada   ogah beli,negatif
UgxZs6YOc-Pc3X6SHnJ4AaABAg,angga affan,2023-06-30 00:36:12+00:00,semua gengsi kaya kaya an,positif
UgyvbR8j8RMizbI_jz54AaABAg,Oenjiels van Soekamadjoe,2023-06-30 00:23:46+00:00,mau banget ganti ev   mau wuling merek   lebih established skema gampang wuling ev harga jt jadi standar perintah subsidi toyota bzx honda prologue hyundai ioniq harga sumpah bakal banyak   ganti ev,positif
UgyhRkLwaSlMXXiYgvd4AaABAg,naufal taufik,2023-06-29 23:54:47+00:00,moeldoko sabda usaha isu khusus dealer isu apabila p mau beli kendara skema   jalan restitusi susah mau ngmng,negatif
Ugw6Aro8b93GrjIUi4F4AaABAg,Widzst Prawira,2023-06-29 23:08:15+00:00,rakyat mau   muraah dicharge rumah kantor,positif
UgzWpAfQfmRgNv4LXxZ4AaABAg,Khoirul Yakin,2023-06-29 13:41:01+00:00,perintah latah gas ikut bbg ikut esok baru hidrogen ikut hidrogen padahal infrastruktur isi ulang charge bbg stsiun minim dasar mental followers,negatif
UgzXKAC5rt-cRonsCl54AaABAg,JNTX,2023-06-29 12:34:18+00:00,harga ev mahal solusi perintah suruh guna non ev bayar mau pakai jalan ev wuling harga avanza mana punya size lebih besar fitur lebih banyak masuk akal pilih wuling hyundai ioniq harga pajero harga hybrid murah guna jalan bayar lalu pajak guna non ev bayar,positif
Ugyebin68hs8DZBctCp4AaABAg,rizky kusumo,2023-06-29 07:48:44+00:00,subsidi tepat kena orang duit kena orang miskin butuh duit   usah niru negara maju negara barat banyak mampu beli,negatif
UgxyQmTqJu62gIpR7KJ4AaABAg,Saleem Alaidrus,2023-06-29 07:07:44+00:00,design kurang garang ganteng hampir kaya hai tayo isi dikit,negatif
UgyPUJF_9ukQxTlA0a94AaABAg,Chandra Gunawan,2023-06-29 06:25:52+00:00,bikin kelas avanza expander harga sama jtan banyak   alih besar airev harga an banyak     tarik,positif
UgzbVxXt5bGHdgif8gR4AaABAg,zenx ch.,2023-06-29 05:50:04+00:00,  mau banyak beli minimal stasiun charging udh sama kayak pom bensin waktu ngecas udh mnt sampe jam walaupun   subsidi ama pajak setandar tetap beli fasilitas efisiensi tara bensin,negatif
UgwYWUMSOPr46tILyIB4AaABAg,Herman The Prince Of Love,2023-06-29 05:40:20+00:00,inti cuma bos ku harga muahal harga daihatsu sigra muat tumpang jamin laku sisa gampang nyusul,negatif
Ugyl_4dyCA9aJb8yCO54AaABAg,Jony Chandra,2023-06-29 03:44:20+00:00,harga mahal rusak buang,netral
Ugx_Zgg_64tCYrNE8Hx4AaABAg,AJISDOANK CF,2023-06-29 03:31:00+00:00,    punya duit faktor bodoh,negatif
UgzAfvvmY4I7paSzIoZ4AaABAg,Agus Faisal,2023-06-29 03:10:30+00:00,dar curhatan guna kendara e bike brand nama indonesia tetap error rusa pakai normal spare part mahal   selalu ready e bike error tinggal angkut gotong motor gimana,negatif
Ugzk1pCXVpD_EFkw6kt4AaABAg,Agung Kurniawan,2023-06-29 03:08:45+00:00,bentar mau tanya indonesia berapa sih toyota suzuki honda daihatsu rakyat mana maksud bikin   kelas khusus lcgc c hybrid minimal konsumsi bbm km liter ringan pajak laku,negatif
Ugx3kqxVgXnsttHYtnx4AaABAg,PANDI Kartini PANDI Kartini iii,2023-06-29 02:01:15+00:00,susah pas jalan jauh kalimantan kalbar tambh cager habis gimana mau cager,netral
Ugz2zlIZf6wElycr2BF4AaABAg,Angga Budiono,2023-06-29 02:00:41+00:00,rakyat butuh makan bukan listik,negatif
UgwdrLx5c0PEuD63jjR4AaABAg,The WakeUp Call,2023-06-29 01:28:48+00:00,  masyarakat percaya jangan paksa paksa lebih baik riset jadi ful bbm kelapa sawit nanti masyarakat tawar pilih ice bbm baru bev value for moneynya lebih besar pilih masyarakat,negatif
UgwW9UdKSoCAr2lX5b54AaABAg,Sekitar Semenit,2023-06-29 01:10:08+00:00,si muldoko ngomong apa sih beranta,negatif
UgwPipYh3oeulUb6bdV4AaABAg,ADITIYO MUKTI,2023-06-29 00:37:00+00:00,kendara ev sasar orang orang middle atas   perintah mau target middle bawah harga turun juta buah ev terlalu mahal jt ev konvensional,netral
Ugxs-kw41EtLMd7W6ax4AaABAg,Marlina Sibarani,2023-06-28 15:46:39+00:00,pesawat pakai pertamna,negatif
Ugx7yXJA03AtCLRsROl4AaABAg,apipah parawansah,2023-06-28 14:05:31+00:00,hidup rakyat susah perintah suruh beli motor untung bentar ganti presiden menteri ,negatif
UgzucDn9Zykw0bRmRHl4AaABAg,Nur cholis Sotyadi,2023-06-28 12:52:12+00:00,indonesia sbg tempat buang produk cino bodoh beli   pabrik buat indonesia bukan hny keder import barang   laku,negatif
UgxcKiiVtP41b1HDytt4AaABAg,Andi Wiyana,2023-06-28 11:39:38+00:00,harga misal jt kn lumayan mahal terus   baterai rusak n beli baru an juta yak,netral
Ugzs4OW0FVkpQTrrWRl4AaABAg,Pesona Cilebut,2023-06-28 10:03:36+00:00,bijak ngawur bahan bakar monopoli perintah harga naik mau kuasa,positif
UgxW1gqy2D4WzKYHXot4AaABAg,Tbob Channel,2023-06-28 08:22:19+00:00,padahal bagus mahal banget atur jt bagus hampir ratus juta mungil banget harga hrv mending beli hrv kecil kaya upil,negatif
UgxqXmFi131tgoyog554AaABAg,Agus Flanita,2023-06-28 07:20:16+00:00,uwong e dewe sek demen krunggu suara motor seng br br br stutu tuutu nging nging dot doot guook,positif
UgwhzG9s1LcQlIWbz014AaABAg,T Maxdiningrat,2023-06-28 05:19:06+00:00,ev sangat bahaya tiba bakar tanda api sangat sulit padam pikir x alih ev,negatif
UgzyqjsVc-nRLO353r14AaABAg,haris budiman,2023-06-28 01:27:17+00:00,harus perintah tau diri   semua rakyat mampu beli trs cas susah   rumah hrsnya ekonomi rakyat dulu   pikir khusus rakyat kecil hasil bawah umr,negatif
Ugwdu2HN2vtIB4pSdid4AaABAg,maz ard,2023-06-28 00:39:35+00:00,ev bukan ganti kendara bahan bakar minyak,negatif
UgzgBB1tMZdx5XSwJ-B4AaABAg,Rakyat Jelata,2023-06-28 00:28:53+00:00,masyarakat   mau kok paksa bodoh,netral
UgwcOVVe8Wp7Q_vQpRJ4AaABAg,TOBITO,2023-06-28 00:25:58+00:00,perintah   pernah serius   bangun   lanjut,negatif
UgwI40vhvSl5e7YMqHN4AaABAg,Chawie art,2023-06-27 14:24:57+00:00,  rakyat mau gratis makan koruptor,positif
UgymyTX1BT8Tiglv2SR4AaABAg,eka nova,2023-06-27 10:25:06+00:00,ngeri paksa hendak untung oknum kait bahaya bila baterai bakar padam dng madam biasa sampah baterai bahaya buat lingkung salah satu bijak kocak,negatif
UgyIC4R6EEIRHj8nKCJ4AaABAg,Rama Pradiantoro,2023-06-27 07:36:13+00:00,mahal lengkap msh batas siapa   mw beli,negatif
Ugxvuc7uK0mAh5wLyWR4AaABAg,leni fita,2023-06-27 06:46:45+00:00,mimpi les nge charge   ber jam bbm polusi mana mngkin polusi hilang   mngkin laku keras deh tu ev mo murah  malas  beli mndingan beli bbm biasa,negatif
UgxFhkXPd12XBhc923J4AaABAg,Saputro Joyo,2023-06-27 05:52:15+00:00,buat angkut umum ajah lebih kurang kendara jalan kurang macet,negatif
Ugw_UhMw7KLabcU53i94AaABAg,RIKI,2023-06-27 05:01:12+00:00,jarak sih   bikin orang milih bensin orang indo klau beli bukan cuman buat kota luar kota,negatif
UgzjUCpNmi8tETMFbTt4AaABAg,Arnold Sitohang,2023-06-27 01:19:19+00:00,coba jakarta rame karna alesan ganjil genap   kena trus banyak ev charging gratis,negatif
UgzvYjJX6EWmPXIQK7R4AaABAg,Febiyanda Aris,2023-06-26 22:28:35+00:00,masuk wuling bingo lini depan byd bawah jt boom problem solve,negatif
UgwrbdWh0iein7Ou8414AaABAg,Dangdut Mania Channel,2023-06-26 12:30:21+00:00,masyarakat kecil mana beli,negatif
UgyjTKKTMAoLuRJ-cYh4AaABAg,Nur Rohman,2023-06-26 11:48:47+00:00,subsidi tepat mnurut dapat lebih baik dipake   pupuk subsidi solar nelayan,positif
UgxuJsM_CvZvr5fJqcd4AaABAg,ARFA PLAY,2023-06-26 10:48:18+00:00,motor mahal walapun udh subsidi perintah hargnya kyk matic   msh atas juta   atas mgkn   hargnya bas juta bsa lh beli,negatif
Ugz_LCjLLh6Z4QOM3eZ4AaABAg,Software Science,2023-06-26 08:53:31+00:00,charging station tetap dikit tak laku,negatif
UgxEBmP0mUGaBEK2eJF4AaABAg,Trdnew,2023-06-26 07:27:51+00:00,orang kaya mikir beli contoh beli hyundai ioniq   harga segitu   dpt pajero fortuner biji puluh agya ayla avanza xenia jaz sparepart sedia banyak jangkau harga jual punya   lebih mahal bensin masalah baterai spareparts dl     jamin long life produk gagal deh mending bikin tenaga air   energi gratis tinggal ambil air kran,negatif
Ugx3Jjg1D8uzqP1MvLd4AaABAg,Adi Freeuse,2023-06-26 01:59:29+00:00,masalah   atas aftersales indo   sekarang   masalah ngawur buat kendara rusak charger   butuh daya wat   besar jalan banjir macet jam monopoli   kaya beri modal belakang,negatif
UgwYAe9aqzUJH4wTuwV4AaABAg,Jeffry Joris,2023-06-25 23:56:00+00:00,rakyat butuh transportasi umum massal nyaman aman bukan kendara pribadi mahal,negatif
UgzQCAb7KEAB-UQ_Fi14AaABAg,Herry Yanuar,2023-06-25 17:03:41+00:00,  mahal woi,positif
UgzNrxGV7_fOof0k9uZ4AaABAg,Nurholis Syukron,2023-06-25 14:06:07+00:00,  kaya subsidi,netral
UgwAiTjLX9q08TAqcIF4AaABAg,TMC Video,2023-06-25 09:53:53+00:00, benar  toyota   jebak ev lebih hibrid toyota mikir jauh depan ev   ganti baterai harga baru limbah baterai siapa olah ngomongin ev jadi dulu tahun an awal motor speda pernah booming hilang urus baterai mahal jangan latah evan nikel lebih langka banding minyak bumi minyak bumi ganti biofuel alternatif sparepart banyak tenaga teknis penting emisi hasil rendah ngisi ev pake pln pln emisi,negatif
UgxonU4d19eQdZ3c4P94AaABAg,kopiah nyangkut kail,2023-06-25 07:40:42+00:00,indonesia   bos bahan bakar msih main   terima kalah,negatif
UgwGSkEEWUAIe4iA0P54AaABAg,"Hi, 1626",2023-06-25 07:37:37+00:00,  statement miris jual ev ngebandingin nilai jual konvensional krg tepat sebut   misal ranah otomotif   baru perlu sesuai bagai narasi   buruk kondisi sungguh entah apa tuju lebih tepat   misal nampilin tabel growth jual awal kenal simpul akhir tolak belakang berita,negatif
UgwgFpCKtn-17Cm374N4AaABAg,Ballot Holder Gaming,2023-06-25 07:33:15+00:00,kendara panel surya gaperlu ngecas ngisi bahan bakar tinggal jemur   buat chas kendara auto laku pertamina bangkrut,negatif
Ugx06E4N4q48k_Q3m4p4AaABAg,MATA FILM,2023-06-25 02:40:33+00:00,makanya perintah   mau ngasih subsidi motor jangan pilih kt rakyat  jangan  beda beda,negatif
UgzxXKhJbjOA6BaYUF14AaABAg,Paper House,2023-06-24 20:33:37+00:00,simple   sih harga mahal muraj justru   worth beli,positif
UgxVlQHqcecMRxPCCBd4AaABAg,Basketball Legend,2023-06-24 14:13:55+00:00,banyak cerita baik dulu charging station kait infrastruktur   gtu harga mahal banget,positif
Ugz2g0VtPULbz18erHh4AaABAg,syamsurrahman Hidayat,2023-06-24 13:45:59+00:00,soal utama it harga mahal model aneh kurang tarik,positif
Ugxsk2UWsJTITsP94Fd4AaABAg,Teddy Setiadi,2023-06-24 11:58:35+00:00,  jt brio ev bnyk   beli   jt bentuk kaya karimun ogah,netral
Ugy-HFXiMnuCwtHy_st4AaABAg,sun,2023-06-24 11:21:23+00:00,abis batre kota kecil gimana cara isi batre,negatif
UgwS-qwOnhhlH5s3paN4AaABAg,Mgs. hadi Yunus,2023-06-24 11:05:59+00:00,  harga sama kek brio   beli,positif
UgyAz0k8V_SSL9EUv0t4AaABAg,Mustafa Azmi,2023-06-24 07:54:02+00:00,konyol statementnya bilang tinggal energi batubara batubara orang punya sekarang megang nikel indonesia,positif
UgyQ-Xq5mOdc6Nuzotp4AaABAg,Ilham Yanuar,2023-06-24 03:39:53+00:00,  ngeliat banyak orang miskin   hidup usaha kaya indo beli bekas     bangga suruh beli baru harga miliar,negatif
UgzECuty3tBa8Yl0mJt4AaABAg,Face 2 Face,2023-06-24 02:26:24+00:00,harga mobilnha negara asal banding harga indonesia gap banyak banget x lipat padahal bangun pabrik indonesia rakit produksi indonesia selisih banyak banget negara asal sama     ngebantu,positif
UgxRq66-szcSa6rkEO94AaABAg,hu hu,2023-06-24 01:44:30+00:00,indonesia daerah banjir bahaya kendara motor cuci   bakar kemarin,negatif
UgyyQBwzbopZpM5JQCd4AaABAg,PORANG RIAU rokanhulu,2023-06-24 00:29:58+00:00,masyarakat dh pinter jangka tahun ganti batrey harga batreynya mahal gila lebih murah bongkar turun mesin minyak hitung,positif
Ugw3vAtw6Xsp9_XVfSd4AaABAg,Kosmas S,2023-06-23 16:27:16+00:00,turut bukan kurang tahu masyarakat hitung kurang asumsi jalan km per tahun km per hari asumsi harga wuling air ev juta estimasi umur baterai tahun layak pakai x isi kwh x rb rb km tahun tahun juta estimasi harga baterai wuling tahun juta vs asumsi ice wuling confero juta bensin km liter x rb tahun juta tahun juta catat harga bensin top up ratio kmpl toleransi atas counter harga baterai anggap masuk akal asumsi atas beli lebih hemat juta per tahun capai bep butuh waktu tahun baru kata lebih hemat ice catat tidak tahu resiko ev new tech sulit pergi jarak jauh luar kota ukur lebih kecil baterai bekas apa turun efisiensi baterai sangat wajar masyarakat enggan migrasi,negatif
UgyGIFvC7Sq9-MX4-3N4AaABAg,wahyu si ako,2023-06-23 12:05:55+00:00,jarang pake   make batreinya punya masa usia sebetunya makin hari makin rusak sedikit sedikit pakai lama konsumsi batrei kurang dikit dikit   pakai tiap hari rutin iya irit apa apa maka energi kemudian isi bom praktis,negatif
UgxYKOj_0iNkWgQy-Lt4AaABAg,Aton Aton,2023-06-23 07:43:11+00:00,orang indo suka diesel,negatif
UgwqJd80le7w2WXarNd4AaABAg,Velnus,2023-06-23 07:22:18+00:00,bukan masyarakat mau ev cuma harga mahal banget,positif
UgyrFyCK7B0CH9uZYcB4AaABAg,Binsa Sevho,2023-06-23 06:56:55+00:00,sumber mana  kok  kayak asal nyeplak   jelas batrai mahal masa pakai mesin repair durasi charge lama minta ampun   ban bocor bengkel pinggir jalan banyak sekali lemah ev kalian mau survey masyarakat tengah bawah bos kalian tahu ev tak laku,negatif
UgzqTRBN00iIe4wuLSd4AaABAg,REVIEWJUJUR.101,2023-06-23 05:15:55+00:00,boro mikir baru buat makan hari   banyak susah,negatif
UgzQIC_ejK5QOd4SGJh4AaABAg,Danang Putranto,2023-06-23 03:09:48+00:00,kok malah sales,netral
UgwomdZCwVJszJiW4PJ4AaABAg,hnd,2023-06-23 02:45:23+00:00,analogi plts ev pln bbm instalasi murah ongrid   dukung perintah maksa pasang denda offgrid harga langit kalkulasi   padan   pakai pln,positif
Ugyvxv0TmMVcTxozpZd4AaABAg,Jimmy Chandrawinata,2023-06-23 02:18:25+00:00,alas sepi minat bukan daya angkut   bawa mudik kelas ekonomi teknologi sebut untuk kelas target kelas ekonomi tengah atas punya bagi buat commuting kerja bagi buat jalan keluarga kelas lirik ev padahal yakin deh rumah   lebih sanggup pribadi alas samping fitur teknologi harga per dimensi   masuk akal contoh bawah ambil contoh tipe tinggi angka harga rupiah per cm kubik dimensi sigra rupiah cm avanza rupiah cm innova rupiah cm calya rupiah cm brio rupiah cm rush rupiah cm agya rupiah cm br v rupiah cm wr v rupiah cm ayla rupiah cm veloz rupiah cm xpander rupiah cm terios rupiah cm hr v non turbo rupiah cm raize rupiah cm creta rupiah cm confero rupiah cm almaz rupiah cm stargazer rupiah cm omoda rupiah cm air ev rupiah cm ioniq rupiah cm mg ev rupiah cm   perlu jauh mau ngejar digdaya sigra avanza bahkan xpander muat banyak bawa mudik angka rupiah per cm perlu ngejar hyundai creta hrv dulu deh banyak kota kota besar   bawa mudik angka rupiah per cm air ev harga   lumayan rupiah per cm bentuk aneh mungkin buat dimensi besar raize wr v harga per dimensi rupiah per cm lebih laku ioniq angka hampir rupiah per cm x lipat kelas hr v creta innova kelas crv   cuma rupiah per cm mg ev bikin lawak waktu lom kasih tau harga sesumbar harga sangat kejut gebrak pasar ev negeri pas rilis harga nyata rupiah cm cuma beda tipis sama hyundai ioniq padahal brand image jomplang simpul main kelas hrv creta raize harga kisar rupiah cm laku keras pasti bayang creta bbm juta creta ev juta innova bbm juta innova ev juta,positif
UgzpMPAFX0fQxL1by_l4AaABAg,Asbak Rokok,2023-06-23 00:47:23+00:00,bus transportasi umum bukan kendara pribadi,negatif
UgyyVZOrFmrVaEr-KDR4AaABAg,lukman ch,2023-06-23 00:38:34+00:00,  miskin belagu mahal makanya ngk   beli juta   beli,netral
Ugx-B5JhHRX_e8gcZMR4AaABAg,ᮊᮧᮙᮛᮥᮓᮤᮔ᮪,2023-06-22 10:58:52+00:00,bagaimana nasib kendara bahan bakar gas dulu gembor,negatif
Ugxvrbr3ppfmdPlKHr94AaABAg,Boy Man,2023-06-22 04:13:28+00:00,subsidi trik marketing,netral
UgxmxTWLuG72zTkpZ1J4AaABAg,Bend16_Channel,2023-06-22 00:41:12+00:00,teknologi baru familier teknologi bahan bakar tarik konsumen lebih cepat isi,negatif
UgyOXMOIRzVqZ5I57AJ4AaABAg,dislike button,2023-06-21 15:55:04+00:00,harga terlalu mahal paling egk harga lcgc baru laris,positif
UgxDbbhaLyLeYcSbsNl4AaABAg,Adnan Heri,2023-06-21 14:07:16+00:00,orang indonesia butuh daya angkut banyak bawa hasil kampung kijang stasiun cas banyak,negatif
UgwSJYkWLVhEH-O1Ldt4AaABAg,Rino Yuliafano,2023-06-21 10:38:58+00:00,judul   jelas tengah begok   rakyat mau narasumber moeldoko gaikindo   jelas usaha moblisnya sendiri   tanya rakyat sendiri,negatif
UgxuMuDUuTQ59dUk-QR4AaABAg,Kadal Bencek,2023-06-21 10:08:01+00:00,bikin ekosistem butuh pokok cipta mandiri bukan import ekonomi rakyat naik apa beli n jalan otomatis   sayang khayal belaka,negatif
Ugz_-6Efe640pSBXLKd4AaABAg,P Tyo,2023-06-21 07:57:42+00:00,kendara benar lebih simple kata fre maintenance   spt diesel gasoline drive vehicle bicara ev bukan masalah effisien   kwh km vs ltr km msh more or les gantung kendaraanya bicara electric vehicle kait energy bersih zero emisi urgency   milik masyarakat indonesia negara kembang harga ev sangat mahal banding kendara konvensional   perlu difikirkan perintah mesti konsep transform angkut masal   perlu prioritas dg ev tuju dg ide anies kait bijak beri subsidi tax reduksi ev   sgt gampang laku   dimensi buah bijak bukan solusi baik rubah mekanisme transportasi masal konvensional ev bnyk regulasi infrastructure   intensive   bicara ahli jadi buah urgency indonesia   kurang ahli dlm rumus bijak perintah   tepat dlm ambil bijak ayo jokowi bapak bisa   perlu risih ide anies baswedan tpi bangsa prioritas ide transformasi angkut umum konvensional dg ev electric drive,negatif
